na	unit	size_bytes	relative_path	s3_uri
NA00232	chip1-chip2	314320	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.gatk.snv.vcf	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.gatk.snv.vcf
NA00232	chip1-chip2	114370	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.gatk.snv.vcf.idx	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.gatk.snv.vcf.idx
NA00232	chip1-chip2	23078	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz
NA00232	chip1-chip2	72	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz.tbi
NA00232	chip1-chip2	22845	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz
NA00232	chip1-chip2	72	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz.tbi
NA00232	chip1-chip2	10136795	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.bam	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.bam
NA00232	chip1-chip2	66984	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.bam.bai	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.bam.bai
NA00232	chip1-chip2	9230952	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.condition.bam	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.condition.bam
NA00232	chip1-chip2	65752	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.condition.bam.bai	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.condition.bam.bai
NA00232	chip1-chip2	17643046	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.condition.fastq	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.condition.fastq
NA00232	chip1-chip2	9813839	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.rg.bam	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.rg.bam
NA00232	chip1-chip2	752552	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.rg.bam.bai	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.rg.bam.bai
NA00232	chip1-chip2	24021873	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.sam	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.sam
NA00232	chip1-chip2	9816294	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.sort.bam	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.sort.bam
NA00232	chip1-chip2	752552	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.sort.bam.bai	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/input.smn_region.remap.sort.bam.bai
NA00232	chip1-chip2	120	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.phaseset.status.tsv	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.phaseset.status.tsv
NA00232	chip1-chip2	13	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.phaseset.txt	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.phaseset.txt
NA00232	chip1-chip2	9813958	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/bam/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.tagged.bam	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/bam/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.tagged.bam
NA00232	chip1-chip2	28418	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz
NA00232	chip1-chip2	77	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz.tbi
NA00232	chip1-chip2	28168	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz
NA00232	chip1-chip2	77	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz.tbi
NA00232	chip1-chip2	31012	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz
NA00232	chip1-chip2	448	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz.tbi
NA00232	chip1-chip2	30332	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz
NA00232	chip1-chip2	439	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz.tbi
